pmid,Intervention,labels,detail
37839406,"['H. pylori eradication therapy (Hp-ET)', 'Endoscopic submucosal dissection (ESD)']","['Drug', 'Surgical']",{}
37839313,"['Weekly paclitaxel 80 mg/m^2', 'Paclitaxel', 'oral sapanisertib 4 mg', 'Weekly sapanisertib 30 mg', 'Sapanisertib', 'TAK-117']","['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']",{}
37838727,"['culturally tailored virtual information and coaching/support program (TICAA)', 'American Cancer Society [ACS] website']","['Educational', 'Educational']",{}
37836400,"['L-glutamine', 'placebo', 'Radiation therapy (total: 66 or 70 Gy)', 'cisplatin', 'docetaxel']","['Drug', 'Control', 'Surgical', 'Drug', 'Drug']",{}
37823407,"['Laparoscopic Ivor-Lewis esophagectomy', 'Laparoscopic McKeown esophagectomy']","['Surgical', 'Surgical']",{}
37822243,"['Low-molecular-weight fucoidan', 'Placebo']","['Drug', 'Control']",{}
37821934,['pembrolizumab as a first-line treatment'],['Drug'],{'pembrolizumab as a first-line treatment': [{'dosage': '200 mg every 3 weeks intravenously (IV)'}]}
37820123,"['guided imagery relaxation through virtual reality', '12 sessions, three times a week']","['Psychological', 'Educational']","{'guided imagery relaxation through virtual reality': [{'delivery_method': 'VR technique', 'exercise_activity_type': '-999'}, {'delivery_method': 'virtual reality'}]}"
37817262,"['Lymph node dissection performed by surgeon in surgical group', 'Lymph node dissection']","['Surgical', 'Surgical']","{'Lymph node dissection performed by surgeon in surgical group': [{'surgical_technique': 'N1 lymph node dissection was performed on the back table by the surgical team after resection'}], 'Lymph node dissection': [{'surgical_technique': 'N1 lymph node dissections were then performed by pathologists in the pathology laboratory'}]}"
37816208,"['Bioimpedance spectroscopy (BIS) or tape measurement (TM)', 'Sentinel node biopsy (SNB)', 'regional node irradiation (RNI)', 'axillary lymph node dissection (ALND)', 'complex decongestive physiotherapy (CDP)']","['Physical', 'Surgical', 'Surgical', 'Surgical', 'Physical']",{}
37815283,"['Online decision aid', 'Care as usual with an information leaflet']","['Educational', 'Educational']",{}
37814061,"['pembrolizumab as standard of care', 'molecular response-adaptive immuno-chemotherapy']","['Drug', 'Drug']",{}
37812306,"['Answering selected PRO-CTCAE questions electronically', 'built-in alert-algorithm instructing patients of how to handle reported symptoms', 'supplement to standard of care', 'Standard procedure for handling of side effects (control arm)']","['educational', 'psychological', 'control', 'Control']",{}
37803462,"['Deep learning (DL)-based workflow', 'DpuUnet']","['Educational', 'I_Other']",{}
37801315,"['Androgen deprivation therapy (ADT) and radiation therapy (RT) plus docetaxel', 'ADT and RT']","['drug', 'surgical']","{'Androgen deprivation therapy (ADT)': [{'dosage': '6 months, including 2 months neoadjuvant, 2 months concurrent with RT, and 2 months adjuvant'}], 'radiation therapy (RT)': [{'surgical_technique': '3-dimensional conformal RT or intensity-modulated RT'}], 'docetaxel': [{'dosage': '10 cycles'}]}"
37800589,"['Random forest models', 'Markov model for cost-effectiveness assessment']","['I_Other', 'I_Other']",{}
37800563,"['Robotic-assisted simultaneous resection', 'Open surgery']","['Surgical', 'Surgical']",{}
37798612,"['Oncological emergency resection', 'diverting stoma', 'elective oncological resection']","['Surgical', 'surgical', 'surgical']","{'Oncological emergency resection': [{'surgical_technique': 'minimally invasive vs. open'}], 'diverting stoma': [{'surgical_technique': 'loop ileostomy or Hartmann’s procedure'}, {'surgical_technique': ['loop colostomy', 'blowhole colostomy', 'loop ileostomy']}], 'elective oncological resection': [{'surgical_technique': 'minimally invasive vs. open', 'method_of_reconstruction': 'primary anastomosis or discontinuous resection'}, {'surgical_technique': ['primary anastomosis with or without loop ileostomy', 'Hartmann’s procedure']}]}"
37794501,"['Early fiberoptic bronchoscopic sputum aspiration and lavage', 'Traditional postoperative care (control group)']","['Surgical', 'Control']",{}
37788117,['Radium-223'],['Drug'],{}
37787097,"['standardized counseling with GPS assay', 'standardized counseling without GPS assay (Control)']","['Psychological', 'Control']",{'standardized counseling with GPS assay': [{'delivery_method': 'brief standardized counseling at Visit 1 to describe NCCN risk group and guideline‐based treatment options'}]}
37787025,"['eicosapentaenoic acid monoacylglyceride (MAG-EPA) supplementation', 'high oleic acid sunflower oil (HOSO; placebo)']","['Drug', 'Drug']",{'high oleic acid sunflower oil (HOSO
37782500,"['Standard care including clinical explanation about surgery (control)', 'Navya-Patient Preference Tool', 'Navya-Patient Preference Tool']","['Control', 'educational', 'educational']",{}
37781001,"['Lumpectomy (breast-conserving surgery)', 'Mastectomy']","['Surgical', 'Surgical']",{}
37777809,"['Machine learning models', 'Random forest (RF) model', 'Logistic regression model']","['I_Other', 'I_Other', 'None']",{}
37777738,"['MR-guided SBRT delivered in either 5 fractions or 2 fractions', '37.5 Gy', '25 Gy']","['Surgical', 'Surgical', 'surgical']",{}
37752516,"['synbiotics (probiotics+prebiotics) supplementation', 'placebo']","['Drug', 'Control']","{'synbiotics (probiotics+prebiotics) supplementation': [{'dosage': '1 capsule twice a day'}], 'placebo': [{'dosage': '1 capsule twice a day'}]}"
37749705,"['Community outreach activities', 'Colposcopy for FGS detection', 'Luminex bead-based assay for HPV typing']","['Educational', 'Surgical', 'Diagnostic']",{}
37748109,"['Anthracycline-taxane combinations plus 1-year trastuzumab (arm A, long)', '9-week trastuzumab (arm B, short)']","['Drug', 'Drug']",{}
37736754,"['3D-printed oral stent', 'simple glass bottle', 'nonstent']","['Physical', 'I_Other', 'Physical']",{}
37733980,['Video education (VE) or in-person genetic counseling (GC)'],['Educational'],{}
37732486,"['vincristine', '1-hour infusion', 'push injection', 'azoles']","['Drug', 'Drug', 'Surgical', 'Drug']",{}
37729184,"['Anti-CCR4 antibody, KW-0761 (mogamulizumab)']",['Drug'],{}
37729078,"['Novel nonpneumatic compression device (NPCD)', 'Traditional advanced pneumatic compression device (APCD)']","['Physical', 'Physical']",{}
37723516,"['Video-thoracoscopy', 'Open thoracotomy']","['Surgical', 'Surgical']",{}
37721754,"['induction chemotherapy with anti-epidermal growth factor receptor antibody', 'FOLFIRI', 'cetuximab', 'biweekly maintenance with cetuximab or observation']","['Drug', 'drug', 'drug', 'Drug']","{'induction chemotherapy with anti-epidermal growth factor receptor antibody': [{'dosage': '-'}], 'FOLFIRI': [{'dosage': 'irinotecan, 180 mg/m2; leucovorin, 400 mg/m2, or L-leucovorin, 200 mg/m2; and fluorouracil, 400 mg/m2, intravenous bolus injection, then fluorouracil, 2400 mg/m2, continuous intravenous infusion over 46 hours'}, {'dosage': '8 cycles'}], 'cetuximab': [{'dosage': '500 mg/m2, 1-hour infusion'}, {'dosage': 'biweekly maintenance'}], 'biweekly maintenance with cetuximab or observation': [{'dosage': 'cetuximab, 500 mg/m2'}]}"
37713657,"['nivolumab plus chemotherapy', 'chemotherapy']","['Drug', 'Drug']","{'nivolumab plus chemotherapy': [{'dosage': '360 mg once every 3 weeks or 240 mg once every 2 weeks'}], 'chemotherapy': [{'dosage': 'capecitabine and oxaliplatin [XELOX] or fluorouracil, leucovorin, and oxaliplatin [FOLFOX]'}]}"
37713020,"['Relugolix', 'Leuprolide (injections every 3 months)']","['Drug', 'Drug']",{}
37712960,"['6-week prehabilitation exercise programme', '6-week rehabilitation exercise programme (same as prehabilitation, commencing 6-weeks post-surgery)']","['physical', 'Physical']","{'6-week prehabilitation exercise programme': [{'exercise_activity_type': 'combined resistance and aerobic exercise'}, {'exercise_activity_type': 'resistance and aerobic', 'supervision': 'accredited exercise physiologists in an exercise clinic'}, {'exercise_activity_type': 'aerobic-based'}], '6-week rehabilitation exercise programme (same as prehabilitation, commencing 6-weeks post-surgery)': [{'exercise_activity_type': 'combined resistance and aerobic exercise'}, {'exercise_activity_type': 'resistance and aerobic', 'supervision': 'accredited exercise physiologists in an exercise clinic'}, {'exercise_activity_type': 'aerobic-based'}]}"
37707791,"['durvalumab monotherapy', 'durvalumab plus oleclumab', 'durvalumab plus monalizumab', 'durvalumab plus danvatirsen']","['Drug', 'Drug', 'Drug', 'Drug']","{'durvalumab monotherapy': [{'dosage': '1,500 mg every 4 weeks (Q4W)'}], 'durvalumab plus oleclumab': [{'dosage': 'durvalumab 1,500 mg Q4W and oleclumab 3,000 mg every 2 weeks (Q2W)'}], 'durvalumab plus monalizumab': [{'dosage': 'durvalumab 1,500 mg Q4W and monalizumab 750 mg Q2W'}], 'durvalumab plus danvatirsen': [{'dosage': 'durvalumab 1,500 mg Q4W and danvatirsen 200 mg every week (including a 7-day lead-in period of danvatirsen 200 mg on days 1, 3, and 5: week 0)'}]}"
37703536,"['postoperative chemotherapy', 'adjuvant chemotherapy']","['Drug', 'Drug']",{}
37702912,"['Peer-facilitated, manualized, 7-session group intervention']",['Educational'],{}
37697030,"['extended adjuvant tamoxifen', 'tamoxifen']","['Drug', 'drug']","{'extended adjuvant tamoxifen': [{'dosage': '20 to 40 mg'}], 'tamoxifen': [{'dosage': '20 to 40 mg'}]}"
37695982,"['Metformin 850 mg orally twice a day for 5 years', 'Placebo twice a day for 5 years']","['Drug', 'Control']",{}
37694347,"['Trastuzumab deruxtecan (T-DXd) 5.4 mg/kg once every 3 weeks', 'Trastuzumab deruxtecan (T-DXd) 6.4 mg/kg once every 3 weeks']","['Drug', 'Drug']",{}
37673107,"['Endocrine-based therapy', 'Exemestane with or without entinostat (ECOG-ACRIN E2112)']","['Drug', 'Drug']",{}
37667393,"['bpMRI (biparametric magnetic resonance imaging)', 'MRI targeted fusion biopsy (MRGB) and/or systematic biopsy']","['Physical', 'Surgical']",{}
37665777,"['avelumab alone', 'avelumab plus pegylated liposomal doxorubicin (PLD)', 'PLD alone']","['Drug', 'Drug', 'Drug']","{'avelumab alone': [{'dosage': '10 mg/kg intravenously every 2 weeks'}], 'avelumab plus pegylated liposomal doxorubicin (PLD)': [{'dosage': 'avelumab 10 mg/kg intravenously every 2 weeks and PLD 40 mg/m2 intravenously every 4 weeks'}], 'PLD alone': [{'dosage': '40 mg/m2 intravenously every 4 weeks'}]}"
37665743,"['Continuous ultrasound-guided erector spinae plane block (ESPB)', 'Intercostal nerve block (ICNB)']","['Physical', 'Surgical']","{'Intercostal nerve block (ICNB)': [{'dosage': '20 ml of 0.5% levobupivacaine with injections at 6 intercostal spaces', 'surgical_technique': 'The perineural intercostal space was located under direct vision.'}]}"
37664451,"['dexmedetomidine (0.5 µg/kg loading, 0.4 µg/kg/h infusion)', 'dexmedetomidine', 'esketamine', 'dexmedetomidine', 'esketamine']","['Drug', 'drug', 'drug', 'drug', 'drug']","{'esketamine': [{'dosage': ['0.5 mg/kg (group DE1)', '4 μg/kg/min (group DE2)']}]}"
37657461,"['no screening', 'annual screening (multimodal screening or ultrasound screening)']","['Control', 'Control']",{}
37656930,"['Home-based exercise', 'nutrition intervention', 'counseling sessions', 'Usual care (UC)']","['physical', 'educational', 'psychological', 'Control']","{'Home-based exercise': [{'exercise_activity_type': 'nutrition counseling', 'delivery_method': 'in-person, telephone, or video per participant preference and COVID-19 restrictions'}, {'exercise_activity_type': 'progressive strength training program, brisk walking'}], 'counseling sessions': [{'delivery_method': 'individual'}, {'delivery_method': 'in-person'}, {'delivery_method': 'twice-weekly'}]}"
37656308,['Game Changers for Cervical Cancer Prevention'],['educational'],{}
37656252,"['Inspiratory muscle training (IMT) and walking promotion', 'Exercise training (IMT+walking), education, and behavior change support', 'Control participants received educational materials on general exercise']","['Physical', 'Physical', 'Educational']","{'Inspiratory muscle training (IMT) and walking promotion': [{'exercise_activity_type': 'adapted IMT + walking'}, {'exercise_activity_type': 'unsupervised IMT'}, {'exercise_activity_type': 'walking'}], 'Exercise training (IMT+walking), education, and behavior change support': [{'delivery_method': 'six tele-visits over 12 weeks', 'exercise_activity_type': 'moderate-vigorous intensity physical activity (MVPA) ≥ 60–90 min/week for 12 weeks', 'education': {'focus': 'potential of IMT + walking to improve dyspnea control, function, HRQL, and incorporated patient educational materials on dyspnea, IMT, and physical activity'}, 'behavioral_support': {'framework': 'Bandura’s Social Cognitive Theory (SCT)', 'techniques': ['providing information on the expected benefits of IMT + walking', 'clear instructions on how to perform IMT to promote self-efficacy', 'setting achievable activity goals', 'graded tasks', 'self-monitoring', 'identifying barriers and facilitators', 'problem-solving', 'feedback']}}, {'delivery_method': 'written educational materials via email or post at weeks 1, 4, and 8'}, {'exercise_activity_type': 'IMT + walking'}, {'exercise_activity_type': 'walking'}]}"
37656241,"['mobility training with FIVE® devices', 'device-supported strength exercises']","['Physical', 'Physical']","{'device-supported strength exercises': [{'exercise_activity_type': 'strength exercises', 'dosage': 'minimum of three and a maximum of five exercises of each category'}, {'exercise_activity_type': 'strength training', 'dosage': '3 times a week, performed after mobility training and lasted approximately 15–20 min'}]}"
37653397,"['ribociclib + fulvestrant', 'placebo']","['Drug', 'Control']","{'ribociclib + fulvestrant': [{'dosage': '600 mg/day on a 3-weeks-on, 1-week-off schedule'}], 'placebo': [{'dosage': 'matching placebo'}]}"
37647576,"['nimotuzumab', 'gemcitabine', 'placebo followed by gemcitabine']","['drug', 'drug', 'Drug']","{'nimotuzumab': [{'dosage': '400 mg'}], 'gemcitabine': [{'dosage': '1,000 mg/m2'}]}"
37647070,"['A web-based patient- and clinician-facing LCS decision support tool', 'An attention control intervention']","['Educational', 'Control']",{}
37644560,['Intermittent fasting diet modification'],['Physical'],{}
37643382,"['Atezolizumab', 'placebo', 'Combined with bevacizumab and six cycles of chemotherapy doublet']","['Drug', 'Control', 'Drug']",{}
37643373,"['Open right-sided colectomy', 'Laparoscopic right-sided colectomy']","['Surgical', 'Surgical']",{}
37642070,['CRC screening'],['Control'],{}
37641544,"['Nivolumab', 'Placebo', 'Paclitaxel', 'Carboplatin', 'Bevacizumab']","['Drug', 'Control', 'Drug', 'Drug', 'Drug']",{}
37637510,['pelvic exenteration (PE) treatment'],['Surgical'],{}
37624566,"['BCAA-regimen (5-day early postoperative course)', 'conventional nutrition']","['Drug', 'Physical']",{}
37623016,"['Paclitaxel plus trastuzumab (P-H)', 'Docetaxel-cyclophosphamide plus trastuzumab (TC-H)']","['Drug', 'Drug']",{}
37622839,"['Predicted probability', 'Logistic regression model using algorithm-selected variables']","['None', 'None']",{}
37621140,"['Mediterranean diet', 'nutritional counseling']","['Physical', 'educational']",{}
