,pmid,outcome,labels,full_text_values
883,40634264,"['acceptability', 'feasibility', 'change in interpretation bias', 'clinical outcomes (resilience, mood and quality of life)']","['Life impact', 'Resource use', 'None', 'Life impact']","[['T1 acceptability ratings (CBM-I) were in the �green� range (> 2) on pre-specified criteria'], ['94.7% (86.9�98.5)', '97.2% (91.2�99.7)', '17.0% (13.6�20.8)', 'Retention to T3 in the total sample (74.6%, 95% CI 62.5�84.5)', 'full adherence to CBM-I (80.0%, 95% CI 63.1�91.6)', 'no missing items'], ['moderate effects in favour of CBM-I', 'treatment effects, based on 95%CIs, were consistent with a range of true effects from either small to very large, in favour of CBM-I', ""The upper bound of the 95%CI of Hedge's g was above the prespecified progression value (0.5), indicating potential for clinically meaningful benefit"", 'moderate effect in favour of CBM-I', ""Hedge's g 95%CIs were consistent with no effect to a large treatment effect in favour of CBM-I""], [""Between group differences on mood measures (PHQ-9, GAD-7 and PHQ-ADS), adjusted for baseline values, were in favour of CBM-I, though of a small magnitude, with each showing the greatest difference at T2. Hedge's g 95%CIs were consistent with a large treatment effect in favour of CBM-I to a small risk of harm."", ""There was also a small difference in QoL scores between groups at T1, favouring CBM-I. This effect was not present at T2 or T3. Hedge's g 95%CIs were consistent with a moderate treatment effect in favour of CBM-I to a moderate risk of harm.""]]"
884,40633539,"['time to first flatus', 'recovery time of defecation', 'first intake of delicate fluid and semi-fluid', 'Incidence of postoperative complications', 'Immune status, specifically circulating T cells']","['Clinical', 'Clinical', 'Clinical', 'Adverse Event', 'Clinical']","[['2.41 days', 'p = 0.012'], [], [], ['No', '15.5% (CBM588) vs 24.5% (control); p = 0.024'], ['IL-5 (p = 0.0204, p < 0.0001)', 'IL-6 (p < 0.0001, p < 0.0001)', 'IL-10 (p = 0.0010, p = 0.0006)', 'IFN-? (p = 0.0050, p = 0.0135)', 'IL-4 level was higher (p = 0.0252)', 'CD3+ T cell (p = 0.0055)', 'CD3+ CD8+ T cell (p = 0.0030)', 'CD3+ CD4+ T cell (p = 0.0205)', 'CD3+ T cells (p = 0.0024)', 'CD3+ CD8+ T cells (p = 0.0006)', 'CD3+ CD4+ T cells (p = 0.0245)', 'CD3? CD16+ CD56+ NK cells (p = 0.0458)']]"
885,40632974,"['Progression-free survival (PFS)', 'Overall survival (OS)']","['Mortality', 'Mortality']","[['11.2 months (luminal A), 5.6 months (luminal B), 4.3 months (nonluminal) with palbociclib + ET', '7.9 months (luminal A), 10.6 months (luminal B), 13.0 months (nonluminal) with capecitabine', 'HR, 1.90 for luminal B; HR, 3.19 for nonluminal compared to luminal A with palbociclib + ET', 'Luminal A tumors: HR, 0.76 [95% CI, 0.52 to 1.11]; P = .16', 'Luminal B tumors: HR, 1.53 [95% CI, 1.01 to 2.32]; P = .04', 'Nonluminal tumors: HR, 13.3 [95% CI, 1.69 to 107]; P = .002', 'HR, 1 (95% CI, not provided); adjusted P = .01', 'did not correlate', 'These signatures', 'corresponded with longer survival', 'correlated with longer PFS: MM_Green3, Duke_Module14_p53, TCGA_BRCA_1198_Luminal; LumA-Basal score correlated with shorter PFS'], ['HR, 0.47 [95% CI, 0.31 to 0.73]; adjusted P = .01', 'significantly correlated with shorter OS', 'HR, 1.52 [95% CI, 1.20 to 1.92]; adjusted P = .009)', 'HR, 1.43 [95% CI, 1.13 to 1.80]; adjusted P = .05)', 'HR, 1.42 [95% CI, 1.14 to 1.78]; adjusted P = .04;', 'correlated with longer OS', 'correlated with shorter OS', 'correlated with longer OS: T regulatory cells, central memory CD8 T-cells, immunotherapy resistance, BCL2 expression; correlated with shorter OS: IMMUNE_Bindea_TFH_Immunity, TCGA_Tfh_cells_Immunity, Charoentong_Type_17_T_helper_cell, Pcorr_IGS_Correlation, CD3D expression, HRAS expression, GSEA_BIOCARTA_PTEN_PATHWAY']]"
886,40632415,"['quality-adjusted survival', 'Q-TWiST gains', 'relative Q-TWiST gains']","['Life impact', 'Life impact', 'Life impact']","[[], ['absolute gain of 3.4 months', 'relative gain of 20.5%', '4.2 months', '5.4 months', '3.8', '4.6', '6.1'], ['20.5%', '26.1%', '33.4%', '140.2%', '180.0%', '200.1%', 'clinically important gain after 26 months', 'clearly clinically important gain after 44 months', 'earliest clinically important gain after 14 months in patients with PD-L1 CPS ? 5', 'earliest clearly clinically important gain after 21 months in patients with PD-L1 CPS ? 5', 'clinically important and clearly clinically important gains seen earlier in patients with PD-L1 CPS ? 1 (22 and 34 months, respectively)', '15.7%', '20.3%', '26.4%', '23.0%', '28.4%', '37.6%']]"
887,40631473,"['Postoperative 30-day complications', 'Pain score on postoperative day 5', 'Lymph node yield', 'Conversion rate', 'Length of hospital stay']","['Adverse Event', 'Clinical', 'Clinical', 'Clinical', 'Resource use']","[['10.4% and 9.2% in the RPLG and CPLG groups respectively for ITT population', '10.4% and 7.2% in the RPLG and CPLG groups respectively for PP population', 'CDC grade 3 or higher: 3.7% in RPLG group, 3.0% in CPLG group; P=0.770', 'Surgical complications: 6.7% in RPLG group, 5.4% in CPLG group; P=0.652', 'Systemic complications: 4.3% in RPLG group, 1.8% in CPLG group; P=0.217', 'Female sex is a protective factor against overall complications with an odds ratio of 0.259 and p-value of 0.015'], ['1.6 vs. 1.8, P=0.028'], ['42.4 in the RPLG group vs. 42.8 in the CPLG group; P=0.839'], ['0% in CPLG group'], []]"
888,40629590,"['core body temperature', 'intraoperative blood loss', 'extubation time', 'eye-opening time', 'post-anesthesia care unit (PACU) stay', 'incidence of hypothermia', 'postoperative agitation', 'shivering', 'postoperative nausea and vomiting', 'delayed awakening']","['Clinical', 'Clinical', 'Clinical', 'Clinical', 'Resource use', 'Clinical', 'Adverse Event', 'Clinical', 'Adverse Event', 'Clinical']","[['significantly higher at T1 and T2 time points in Group A compared with Group C (P < .05)', 'no significant differences at other time points between the 2 groups (P > .05)'], ['statistically decreased', 'P < .05'], ['significantly reduced', 'P < .05'], ['significantly reduced', 'P < .05'], ['significantly reduced', 'P < .05'], ['decreased significantly'], [], ['decreased significantly'], [], []]"
889,40629419,"['Health-related quality of life (HRQoL)', 'Physical activity levels', 'Global health status', 'Physical function', 'Symptoms of fatigue']","['Life impact', 'Life impact', 'Life impact', 'Life impact', 'Clinical']","[['provided by 83 patients at 3 months', 'provided by 57 patients at 12 months'], ['51% (n = 42) of the 83 patients reached the level of physical activity recommended by the WHO', 'p = 0.02', 'recommended level', 'fair positive correlation between time spent in MVPA', 'fair correlations between steps per day', 'similar correlations between time spent in light-intensity physical activity', '42% (n = 24) at 12 months', 'MVPA', 'steps/day'], ['significantly better', 'r = 0.312, p = 0.004', 'fair correlations with steps per day and light-intensity physical activity', 'positive correlations'], ['significantly better', 'r = 0.404, p < 0.001', 'fair correlations with MVPA, steps per day, and light-intensity physical activity', 'r = 0.650', 'r = 0.687'], ['significantly lower']]"
890,40622010,"['immune-mediated adverse events (imAEs) incidence', 'time to onset (TTO) of imAEs', 'overall survival (OS)']","['Adverse Event', 'Adverse Event', 'Mortality']","[['63 participants'], ['1 to >500 days, with most occurring within 3 months'], ['FAS OS analysis for durvalumab included 341 participants; for placebo, 344 participants', ""{'HR durvalumab vs placebo': 0.59, '95% CI durvalumab': [0.3, 1.23], 'HR durvalumab in participants with imAEs': 0.83, '95% CI durvalumab in participants with imAEs': [0.7, 1.0]}""]]"
891,40620465,"['Perioperative cognitive function evaluated using MMSE and MoCA', 'Postoperative cognitive function scores on days 3 and 7', 'Incidence of perioperative neurocognitive dysfunction', 'Extubation time', 'Incidence of postoperative shivering', 'Re-sedation after awakening']","['Clinical', 'Clinical', 'Clinical', 'Clinical', 'Adverse Event', 'Adverse Event']","[['no statistically significant difference in MMSE and MoCA scores among the three groups (p > 0.05)'], ['MMSE and MoCA scores for groups R2 and R3 showed no statistically significant difference (p > 0.05), but both groups scored significantly higher than groups R1 and P (p < 0.05)'], [], ['significantly shorter times compared to the R3 group'], [], []]"
892,40616105,"['patient-reported fatigue at 3-months post-intervention', 'improvements in fatigue immediately post-intervention', 'class attendance rate (78.4% and 76.8%, respectively)']","['Life impact', 'Clinical', 'Life impact']","[['no clinically or statistically significant within-arm or between-arm differences in fatigue levels'], ['the TCQ and EIM arms showed some short-term within-arm improvement in fatigue', 'mean change = 3.21; 95% CI [1.49, 4.92]'], []]"
893,40615849,"['Total score of symptom burden', 'Symptom severity subscale', 'Symptom interference with daily activities subscale', 'Dry mouth', 'Numbness and tingling']","['Life impact', 'Clinical', 'Life impact', 'Adverse Event', 'Adverse Event']","[['decreased significantly on the 7th and 14th days compared with the baseline in the intervention group', 'increased significantly on day 1 after chemotherapy compared with that at baseline, then decreased on days 7 and 14, which was not statistically significant compared with that at baseline in the control group'], ['significantly lower in the intervention group compared to the control group on days 1, 7, and 14 after chemotherapy'], ['significantly lower in the intervention group compared to the control group on days 1, 7, and 14 after chemotherapy'], ['no significant difference in mean score between intervention and control groups on days 1, 7, and 14 after chemotherapy'], ['no significant difference in mean score between intervention and control groups on days 1, 7, and 14 after chemotherapy']]"
894,40615712,"['overall survival (OS)', 'local relapse-free survival (LRFS)']","['Mortality', 'Clinical']","[['median: 68.7 months (95% CI 55.7-81.1), HR 0.86, 90% CI 0.68-1.07, one-sided p = 0.13', 'no difference', ""{'premenopausal': '76.8 months (arm A: 65.2 months, arm B: 92.6 months)', 'post-menopausal': '68.7 months (arm A: 71.6 months, arm B: 68.6 months)'}"", ""{'single-organ metastasis': '84.2 months (arm A: 76.8 months, arm B: 95.4 months)', 'multi-organ metastasis': '61.6 months (arm A: 65.1 months, arm B: 60.1 months)'}"", 'median overall survival was 60.7 months in patients with positive margins and 94.5 months in those with negative margins', 'HR 1.97, 95% CI 1.161�3.347'], ['median of 20 months in arm A and 63 months in arm B (HR 0.42, 95% CI 0.33�0.53)']]"
895,40613666,"['reversal of frailty status', 'physical frailty severity', 'multidimensional frailty severity', 'physical performance', 'psychological well-being', 'quality of life']","['Life impact', 'Life impact', 'Life impact', 'Life impact', 'Life impact', 'Life impact']","[['At 8 weeks, qigong group: 22.8% (95% CI, 20.82% to 24.82%), light exercise group: 21.4% (95% CI, 19.60% to 22.72%), AOR 0.99, 95% CI, 0.41 to 2.41.', 'At 16 weeks, qigong group: 28.7% (95% CI, 26.97% to 30.35%), control group: 22.5% (95% CI, 20.59% to 24.33%), AOR 1.39, 95% CI, 0.65 to 2.95.'], ['improvements from baseline at 8 and 16 weeks (all P < .001)'], ['significant improvements from baseline at 8 and 16 weeks (P < .001), greater improvement compared to control group at 8 weeks (P = .043)'], ['19.21 (SD 4.81) for qigong and 18.85 (SD 5.65) for light exercise out of 24 classes', 'improvements from baseline at both time points (all P < .001), exceeded clinically meaningful threshold, greater improvement compared to control group at 8 weeks (P = .030)'], ['91.85 (SD 16.21) competency score for the qigong group out of 120, with 84.9% scoring over 72', 'significant improvements from baseline at 16 weeks for control group (P = .003)', 'significant improvements from baseline at 8 and 16 weeks for qigong group (all P < .001)'], ['qigong group reported significantly more self-practice than control group (109.23, SD 85.42 vs. 82.00, SD 91.44 min/week, P = 0.034)', 'HRQoL, significant improvements from baseline at 16 weeks for control group (P = .014), significant improvements from baseline at 8 and 16 weeks for qigong group (all P < .001)']]"
896,40611045,"['ICIQSF score', 'Clinical effective rate', 'Continence rate', 'Pad usage', 'Urinary incontinence severity', 'Urinary incontinence episodes', 'Quality of life', 'Simplified version of the Expanded Prostate Cancer Review Index']","['Life impact', 'Clinical', 'Clinical', 'Resource use', 'Clinical', 'Life impact', 'Life impact', 'Clinical']","[['significantly decreased over time', 'true-auriculotherapy group < sham-auriculotherapy group < usual care group at each time point', 'significantly lower than that of the usual care group (P = 0.030)'], [""The true-auriculotherapy group's clinical effectiveness rate outperformed the usual care group's (OR = 1.12, 95% CI: 1.04, 1.20, P = 0.003)"", ""The sham-auriculotherapy group's did not differ significantly from the usual care group's (P = 0.074)""], ['true-auriculotherapy group > sham-auriculotherapy group > usual care group', 'no statistically significant difference among three groups (P = 0.147)'], ['significantly decreased (P = 0.023)', 'sham-auriculotherapy group vs usual care group: no statistically significant differences'], ['significantly improved over time', 'improved more in true-auriculotherapy group than usual care group (P = 0.012)', 'no statistically significant difference between sham-auriculotherapy group and usual care group (P = 0.127)'], ['average 24 h UI episodes significantly decreased', 'true-auriculotherapy group had a borderline significant difference (P = 0.050)'], ['The true-auriculotherapy group�s IQOL score was significantly higher than that of the usual care group (P < 0.001), but there was no statistically significant difference between the sham-auriculotherapy group and the usual care group (P = 0.406)', 'Intergroup comparisons revealed that the true-auriculotherapy group achieved significantly higher scores in both the total EPIC-26 (P = 0.023) and the UI domain (P = 0.037) at week 12'], ['The findings demonstrated that the total score of the EPIC-26 and scores in all domains of the three groups decreased significantly over time']]"
